10. If the DC machine is held constant at 3000 rpm. The DC voltage is 250V. If the field is held constant with 250V. Is this machine generator or motor?,a) Motor,b) Generator,c) None of the mentioned,d) Any of the mentioned,a,"Explanation: From the speed and emf relation, E = 250*2950/3000                                                = 245.8 V             This is less than the terminal voltage. Hence it is a motor."
11. A shunt generator has an induced voltage on open circuit of 127 V. When the machine is on load the terminal voltage is 120 V. The load current if the field resistance be 15 ohm and armature resistance be 15 ohm,a) 342 A,b) 350 A,c) 358 A,d) 8 A,a,"Explanation: Ia*Ra = E-V                   = 127 – 120		   = 7 V		     Ia = 350 A             Ish = 120/15                 = 8 A	     I = 350 – 8               = 342 A "
"1. Consider a DC generator running at the rated speed of 2000 rpm, suddenly there is an insulator falls on the field circuit and breaks it. Then",a) the motor stops in a few rounds,"b) it continues to run, but as dc motor",c) it continues to run as a motor,d) none of the mentioned,a,"Explanation: As the field circuit gets broken there is interruption in the flux to the dc machine, and as a result the motor stops in few seconds."
"2. If a self excited DC generator is failed to run, this refers to",a) zero residual voltage,"b) field MMF, that it is not cumulative",c) resistance is greater than critical resistance,d) any of the mentioned,a,Explanation: Any of the reasons are valid for no build up of an emf.
3. The self-excited dc generator with gradual build up of residual voltage and EMF corresponds to,a) positive feedback,b) negative feedback,c) saturation,d) any of the mentioned,a,Explanation: It responds to a positive feedback because the gain is always more than one in the linear region.
4. The critical resistance refers to,a) the resistance above which machine does not excite,b) the resistance below which machine does not excite,c) the resistance at which machine does not excite,d) any of the mentioned,a,"Explanation: After taking a glance at the magnetization curve, it can be concluded that the emf will not build up if the resistance is greater than critical resistance."
"5. If a DC shunt generator fails to start, the most primitive action would be",a) reversing field connection to armature,b) reversing direction of rotation,c) any of the mentioned applicable ways,d) none of the mentioned,a,Explanation: The first measure is to check if the field winding as properly connected with additive polarity so that the flux is aiding in nature.
6. Flashing is used to,a) temporarily excited field from a battery source for large DC generator,b) temporarily excited field from a battery source for small DC generator,c) temporarily excited field from a battery source for large DC motor,d) temporarily excited field from a battery source for large DC motor,a,Explanation: It is a method to give a kick start to dc machine when its residual magnetism is vanished.
"7. A series generator, having external characteristics which is a straight line through 0 to 50 V at 200 A is connected as a booster, between a station bus-bar and feeders of 0.5 ohm resistors. The voltage at the far end of feeder at current of 50 A is",a) 25 V,b) 17 V,c) 8 V,d) 50 V,a,"Explanation: V = voltage drop-voltage added up by boosters               = (0.3*50 – 50*50/200)			   = 15-12.50			   = 2.5 V"
8. The number of parallel paths in the armature is increased by,a) increasing number of magnetic poles,b) decreasing number of magnetic poles,c) lap number of magnetic poles,d) using more brushes,a,Explanation: It is increased by increasing magnetic poles which give parallel path to the magnetic circuit.
"9. A dc series generator as armature and field connections are reversed, the generator",a) stops,b) opposite direction,c) same direction,d) none of the mentioned,a,Explanation: It happens due to non build up voltage.
10. ____ is responsible for mechanical power output of a DC motor,a) Electrical input power,b) Any of the mentioned,c) Air-gap flux,d) Armature emf,a,Explanation: Primarily it is the electrical input power which starts the motoring action.
1. The armature mmf affects,a) commutation,b) generated voltage,c) torque,d) any of the mentioned,a,Explanation: Armature reaction thus armature mmf affects all of the mentioned above.
2. The space distribution of flux produced in a DC machine is,a) ,b) ,c) ,d) None of the mentioned,d,"Explanation: Distorted triangular waveform shape is that of flux distribution under poles, which is due to the armature reaction."
3. Armature reaction in a dc machine is,a) cross magnetizing in nature,b) magnetizing in nature,c) demagnetizing in nature,d) none of the mentioned,a,Explanation: It is cross magnetizing in nature which happens due to interaction between stator and field mmf.
"4. The air-gap flux density waveform, has decreased flux under one pole tip and measured under the other is due to",a) cross magnetization,b) magnetization,c) demagnetization,d) saturation of iron magnetic circuit,a,Explanation: The flux density increases under one pole tip while it decreases under the other due to the saturation of iron magnetic circuit.
5. The flux distortion caused by cross magnetizing armature reaction is more pronounced in a,a) dc shunt motor,b) dc series motor,c) any of the mentioned,d) differential Compound Motors,a,"Explanation: Since field excitation remains substantially constant, while aarmature mmf reaches higher values at loading."
6. The method needed to limit cross-magnetizing effect is,a) by increasing reluctance of cross flux path,b) by chamfering the pole faces,c) by compensating winding,d) any of the mentioned,a,Explanation: By ultimately increasing the reluctance of the magnetic circuit at the pole tips so that the armature reaction effect is neutralized.
"7. The brushes of a dc motor, are shifted by 5_, from the main field axis, then",a) demagnetizing or magnetizing effect may occur depending on machine,b) cross-magnetization will be pronounced,c) both cross-magnetization as well as magnetization and demagnetization will occur,d) none of the mentioned,a,"Explanation: When the brushes are shifted from GNA, there will either be magnetizing or demagnetizing effect will be observed."
"8. A 100KW, 250 V, 400 A, a long shunt compound generator has an armature resistance of 0.025 ohms. There are 1000 shunt fields turns per pole and 3 series field turns per pole. The series field is connected in a such a fashion that positive armature current produces direct-axis MMF which adds to that of the shunt field. Compute the gross MMF at the rated terminal current when shunt field current is 4.7A and speed is 1150 rpm.",a) 5.9AT,b) 3.5AT,c) 4.7AT,d) 1.2AT,a,"Explanation: Series field current = Is = I(l)+I(f)                                       = 400+4.7				       = 405 A(approx)             Main field mmf = I(f)+(Ns/Nf)*I(s)                            = 4.7+(3/1000)*405                            = 5.9 AT"
