Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation,,,,,,,,,,,,,,,,,,,
Question 334,8. Which of the following system was replaced with Google Translate ?,a) SYSTRANSMIT,b) SYSTRAN,c) SYSTRANFER,d) None of the mentioned,b,Explanation: Translate uses what is referred to as a corpus linguistics approach to translation.,,,,,,,,,,,,,,,,,,,
Question 335,9. Which of the following service that provides offline access to online data ?,a) Gears,b) Blogger,c) Offline,d) All of the mentioned,a,Explanation: Google Gears includes a database engine installed on the client that caches data and synchronizes it.,,,,,,,,,,,,,,,,,,,
Question 336,10. Which of the following is an open-source platform that has been used to create Google Wave and Google AdWords ?,a) GWT,b) GET,c) GTW,d) All of the mentioned,a,Explanation: GWT allows developers to create AJAX applications using Java or with the GWT compiler using JavaScript.,,,,,,,,,,,,,,,,,,,
Question 337,2. Point out the wrong statement:,a) Amazon Machine Instances are sized at various levels and rented on a computing/hour basis,b) The metrics obtained by CloudWatch may be used to enable a feature called Auto Scaling,c) A Number of tools are used to support EC2 services,d) None of the mentioned,d,"Explanation: Through hardware virtualization on Xen hypervisors, Amazon.com has made it possible to create private virtual servers that you can run worldwide.",,,,,,,,,,,,,,,,,,,
Question 338,3. Which of the following is an edge-storage or content-delivery system that caches data in different physical locations ?,a) Amazon Relational Database Service,b) Amazon SimpleDB,c) Amazon Cloudfront,d) Amazon Associates Web Services,c,"Explanation: Cloudfront is similar to systems such as Akamai.com, but is proprietary to Amazon.com and is set up to work with Amazon Simple Storage",,,,,,,,,,,,,,,,,,,
Question 339,,,,,,,System (Amazon S3).,,,,,,,,,,,,,,,,,,,
Question 340,4. Which of the following allows you to create instances of the MySQL database to support your Web sites ?,a) Amazon Elastic Compute Cloud,b) Amazon Simple Queue Service,c) Amazon Relational Database Service,d) Amazon Simple Storage System,c,"Explanation: RDS provides features such as automated software patching, database backups, and automated database scaling via an API call.",,,,,,,,,,,,,,,,,,,
Question 341,5. Point out the correct statement:,a) Amazon Elastic Cloud is a system for creating virtual disks(volume),b) SimpleDB interoperates with both Amazon EC2 and Amazon S3,c) EC3 is an Analytics as a Service provider,d) None of the mentioned,b,Explanation: Amazon SimpleDB stores data in “buckets” and without requiring the creation of a database schema.,,,,,,,,,,,,,,,,,,,
Question 342,6. Which of the following is a structured data store that supports indexing and data queries to both EC2 and S3 ?,a) CloudWatch,b) Amazon SimpleDB,c) Amazon Cloudfront,d) All of the mentioned,b,Explanation: SimpleDB isn’t a full database implementation.,,,,,,,,,,,,,,,,,,,
Question 343,7. Which of the following is the machinery for interacting with Amazon’s vast product data and eCommerce catalog function ?,a) Amazon Elastic Compute Cloud,b) Amazon Associates Web Services,c) Alexa Web Information Service,d) All of the mentioned,b,"Explanation: This service, which was called Amazon E-Commerce Service (ECS), is the means for vendors to add their products to the Amazon.com site",,,,,,,,,,,,,,,,,,,
Question 344,,,,,,,and take orders and payments.,,,,,,,,,,,,,,,,,,,
Question 345,8. Which of the following is a billing and account management service ?,a) Amazon Elastic MapReduce,b) Amazon Mechanical Turk,c) Amazon DevPay,d) Multi-Factor Authentication,c,Explanation: DevPay provides a developer API that eliminates the need for application developers to build order pipelines.,,,,,,,,,,,,,,,,,,,
Question 346,9. Which of the following is a means for accessing human researchers or consultants to help solve problems on a contractual or temporary basis ?,a) Amazon Elastic MapReduce,b) Amazon Mechanical Turk,c) Amazon DevPay,d) Multi-Factor Authentication,b,"Explanation: Problems solved by this human workforce have included object identification, video or audio recording, data duplication, and data research.",,,,,,,,,,,,,,,,,,,
Question 347,10. Which of the following is built on top of a Hadoop framework using the Elastic Compute Cloud ?,a) Amazon Elastic MapReduce,b) Amazon Mechanical Turk,c) Amazon DevPay,d) Multi-Factor Authentication,a,Explanation: Amazon Elastic MapReduce is an interactive data analysis tool for performing indexing.,,,,,,,,,,,,,,,,,,,
Question 348,1. Which of the following correctly describes components roughly in their order of importance from top to down ?,a) ,b) ,c) ,d) None of the mentioned,a,Explanation: Amazon Elastic Compute Cloud is the central application in the AWS portfolio.,,,,,,,,,,,,,,,,,,,
Question 349,2. Point out the wrong statement:,a) Virtual private servers can provision virtual private clouds connected through virtual private networks,b) Amazon Web Services is based on SOA standards,"c) Starting in 2012, Amazon.com made its Web service platform available to developers on a usage-basis model",d) All of the mentioned,c,"Explanation: Through hardware virtualization on Xen hypervisors, Amazon.com has made it possible to create private virtual servers that you can run worldwide.",,,,,,,,,,,,,,,,,,,
Question 350,3. Which of the following is the central application in the AWS portfolio ?,a) Amazon Elastic Compute Cloud,b) Amazon Simple Queue Service,c) Amazon Simple Notification Service,d) Amazon Simple Storage System,a,"Explanation: Amazon Elastic Compute Cloud enables the creation, use, and management of virtual private servers running the Linux or Windows operating system over a Xen hypervisor.",,,,,,,,,,,,,,,,,,,
Question 351,4. Which of the following is a message queue or transaction system for distributed Internet-based applications ?,a) Amazon Elastic Compute Cloud,b) Amazon Simple Queue Service,c) Amazon Simple Notification Service,d) Amazon Simple Storage System,b,"Explanation: In a loosely coupled SOA system, a transaction manager is required to ensure that messages are not lost when a component isn’t available.",,,,,,,,,,,,,,,,,,,
Question 352,5. Point out the correct statement:,a) SQL Server is having enormous impact in cloud computing,b) Amazon.com’s services represent the largest pure Infrastructure as a Service (IAAS),c) EC2 is a Platform as a Service (PaaS) market,d) None of the mentioned,b,"Explanation: EC2 is estimated to run on over 40,000+ servers worldwide divided into six availability zones.",,,,,,,,,,,,,,,,,,,
Question 353,6. Which of the following is a system for creating block level storage devices that can be used for Amazon Machine Instances in EC2 ?,a) CloudWatch,b) Amazon Elastic Block Store,c) AWS Import/Export,d) All of the mentioned,b,"Explanation: The Load Balancing feature can detect when an instance is failing and reroute traffic to a healthy instance, even an instance in other AWS zones.",,,,,,,,,,,,,,,,,,,
Question 354,7. Which of the following feature is used for scaling of EC2 sites ?,a) Auto Replica,b) Auto Scaling,c) Auto Ruling,d) All of the mentioned,b,Explanation: Autoscaling is part of Amazon Cloudwatch and available at no additional charge.,,,,,,,,,,,,,,,,,,,
Question 355,8. Which of the following  is a Web service that can publish messages from an application and deliver them to other applications or to subscribers ?,a) Amazon Elastic Compute Cloud,b) Amazon Simple Queue Service,c) Amazon Simple Notification Service,d) Amazon Simple Storage System,c,"Explanation: SNS provides a method for triggering actions, allowing clients or applications to subscribe to information (like RSS), or polling for new or changed information or perform updates.",,,,,,,,,,,,,,,,,,,
Question 356,9. Which of the following metrics are used to support Elastic Load Balancing ?,a) CloudWatch,b) Amazon Elastic Block Store,c) AWS Import/Export,d) All of the mentioned,a,Explanation: Amazon Machine Instances (AMIs) in EC2 can be load balanced using the Elastic Load Balancing.,,,,,,,,,,,,,,,,,,,
Question 357,10. Which of the following is an online backup and storage system ?,a) Amazon Elastic Compute Cloud,b) Amazon Simple Queue Service,c) Amazon Simple Notification Service,d) Amazon Simple Storage System,d,Explanation: A high speed data transfer feature called AWS Import/Export can transfer data to and from AWS using Amazon’s own internal network to portable storage devices.,,,,,,,,,,,,,,,,,,,
Question 358,1. Which of the following provides a bridge between a company’s existing network and the AWS cloud ?,a) Amazon Virtual Private Cloud,b) AWS Premium Support,c) Amazon Fulfillment Web Services,d) All of the mentioned,a,Explanation: VPC connects your network resources to a set of AWS systems over a Virtual Private Network (VPN) connection and extends security,,,,,,,,,,,,,,,,,,,
Question 359,,,,,,,systems.,,,,,,,,,,,,,,,,,,,
Question 360,2. Point out the wrong statement:,"a) Between FBA and FWS, you can create a nearly virtual store on Amazon.com",b) Amazon plans to extend the capabilities of VPC to integrate with other systems in the Amazon cloud computing portfolio,c) FPS is exposed as an API that sorts transactions into packages called Quick Starts that makes it easy to implement,d) None of the mentioned,b,Explanation: Merchant inventory is prepositioned in Amazon’s fulfillment centers.,,,,,,,,,,,,,,,,,,,
